,Brentford,Sheffield United,West Ham United,Oxford United,Queens Park Rangers,Blackpool,Accrington,Arsenal,Fulham,Wolverhampton Wanderers,Grimsby Town,Chelsea,Oldham Athletic,Barnsley,Reading,Carlisle United,Millwall,Swansea City,Aston Villa,Birmingham City,Derby County,Bury,Bolton Wanderers,Bristol City,Coventry City,Southampton,Glossop,Norwich City,Tottenham Hotspur,Manchester City,Wigan Athletic,AFC Bournemouth,Everton,Leeds United,Liverpool,Watford,Stoke City,Sheffield Wednesday,Manchester United,Blackburn Rovers,Leicester City,Ipswich Town,Leyton Orient,Crystal Palace,Nottingham Forest,Darwen,Northampton Town,Cardiff City,Charlton Athletic,Notts County,Newcastle United,Sunderland,Wimbledon,Bradford City,Huddersfield Town,Burnley,Middlesbrough,Portsmouth,Luton Town,Stoke,Brighton & Hove Albion,Preston North End,Swindon Town,Hull City,West Bromwich Albion,Bradford Park Avenue
1987,198,2128,1542,119,550,1083,103,3358,418,2344,431,2215,343,0,0,29,0,110,3278,1845,2108,738,2249,322,899,849,18,557,2462,2715,0,0,3749,1617,3541,337,1331,2229,2996,1977,1497,982,21,180,1934,30,33,602,660,943,2620,2853,123,382,1277,2015,1729,1074,562,511,164,1732,0,0,2673,107
1988,198,2128,1580,119,603,1083,103,3434,418,2344,431,2215,343,0,0,29,53,110,3318,1845,2166,738,2249,322,954,894,18,619,2519,2715,0,0,3803,1617,3617,337,1331,2271,3047,1977,1497,982,21,180,1998,30,33,602,702,943,2651,2853,174,382,1277,2015,1768,1074,603,511,164,1732,0,0,2673,107
1989,198,2128,1580,119,653,1083,103,3496,418,2344,431,2275,343,0,0,29,79,110,3388,1845,2212,738,2249,322,1003,949,18,672,2582,2763,0,0,3862,1617,3696,337,1331,2314,3095,1977,1497,982,21,228,2052,30,33,602,732,943,2651,2853,229,382,1277,2015,1768,1074,646,511,164,1732,0,0,2673,107
1990,198,2174,1580,119,699,1083,103,3579,418,2344,431,2324,343,0,0,29,79,110,3429,1845,2236,738,2249,322,1047,994,18,717,2631,2825,0,0,3913,1681,3772,337,1331,2314,3154,1977,1497,982,21,297,2106,30,33,602,732,943,2651,2887,285,382,1277,2015,1768,1074,683,511,164,1732,0,0,2673,107
1991,198,2231,1618,119,753,1083,103,3651,418,2344,431,2377,394,0,0,29,79,110,3489,1845,2236,738,2249,322,1091,1046,18,762,2683,2895,0,0,3966,1763,3836,337,1331,2389,3232,1977,1497,982,21,354,2165,30,33,602,732,983,2651,2887,338,382,1277,2015,1768,1074,725,511,164,1732,0,0,2673,107
1992,198,2283,1618,119,816,1083,103,3707,418,2344,431,2433,443,0,0,29,79,110,3563,1845,2236,738,2249,322,1143,1096,18,834,2742,2952,0,0,4019,1814,3895,337,1331,2448,3316,2048,1497,1034,21,403,2205,30,33,602,732,983,2651,2887,392,382,1277,2015,1812,1074,725,511,164,1732,0,0,2673,107
1993,198,2325,1670,119,876,1083,103,3778,418,2344,431,2484,483,0,0,29,79,110,3620,1845,2236,738,2249,322,1199,1139,18,887,2787,2997,0,0,4063,1884,3955,337,1331,2512,3408,2132,1497,1077,21,403,2205,30,33,602,732,983,2728,2887,457,382,1277,2015,1812,1074,725,511,164,1732,30,0,2673,107
1994,198,2325,1720,119,936,1083,103,3829,418,2344,431,2538,483,0,0,29,79,110,3668,1845,2236,738,2249,322,1249,1193,18,930,2849,3046,0,0,4113,1957,4029,337,1331,2563,3496,2221,1526,1104,21,448,2282,30,33,602,732,983,2800,2887,513,382,1277,2015,1812,1074,725,511,164,1732,30,0,2673,107
1995,198,2325,1771,119,969,1083,103,3892,418,2344,431,2588,483,0,0,29,79,110,3731,1845,2236,738,2278,322,1287,1231,18,930,2910,3084,0,0,4174,2000,4100,337,1331,2603,3578,2282,1526,1104,21,448,2340,30,33,602,732,983,2878,2887,554,382,1277,2015,1855,1074,725,511,164,1732,30,0,2673,107
1996,198,2325,1813,119,969,1083,103,3960,418,2344,431,2647,483,0,0,29,79,110,3792,1845,2282,738,2278,322,1328,1272,18,930,2956,3084,0,0,4216,2046,4168,337,1331,2660,3653,2324,1573,1104,21,448,2374,30,33,602,732,983,2946,2927,610,382,1277,2015,1894,1074,725,511,164,1732,30,0,2673,107
1997,198,2325,1869,119,969,1083,103,4038,418,2344,431,2710,483,35,0,29,79,110,3849,1845,2337,738,2318,322,1380,1320,18,930,3000,3084,0,0,4256,2105,4233,337,1331,2704,3730,2382,1626,1104,21,481,2374,30,33,602,732,983,2990,2927,654,382,1277,2015,1894,1074,725,511,164,1732,30,0,2673,107
1998,198,2325,1926,119,969,1083,103,4116,418,2344,431,2785,483,35,0,29,79,110,3904,1845,2389,738,2318,322,1422,1361,18,930,3047,3084,0,0,4299,2172,4287,337,1331,2750,3809,2417,1675,1104,21,481,2404,30,33,602,768,983,3036,2927,696,382,1277,2015,1945,1074,725,511,164,1732,30,0,2673,107
1999,198,2325,1981,119,969,1083,103,4189,418,2344,431,2850,483,35,0,29,79,110,3962,1845,2427,738,2318,322,1466,1405,18,930,3100,3084,0,0,4349,2241,4354,361,1331,2781,3900,2417,1730,1104,21,481,2404,30,33,602,768,983,3088,2985,729,418,1277,2015,1997,1074,725,511,164,1732,30,0,2673,107
2000,198,2325,2023,119,969,1083,103,4259,418,2344,431,2911,483,35,0,29,79,110,4016,1845,2469,738,2318,322,1500,1457,18,930,3149,3118,0,0,4391,2309,4423,361,1331,2781,3980,2417,1778,1170,21,481,2404,30,33,602,820,983,3139,3042,729,444,1277,2015,2039,1074,725,511,164,1732,30,0,2673,107
2001,198,2325,2076,119,969,1083,103,4346,462,2344,431,2975,483,35,0,29,79,110,4066,1845,2499,738,2358,322,1500,1502,18,930,3199,3118,0,0,4434,2375,4503,361,1331,2781,4057,2463,1806,1206,21,481,2404,30,33,602,864,983,3210,3082,729,444,1277,2015,2084,1074,725,511,164,1732,30,0,2673,107
2002,198,2325,2118,119,969,1083,103,4424,510,2344,431,3042,483,35,0,29,79,110,4111,1893,2499,738,2402,322,1500,1554,18,930,3249,3169,0,0,4493,2422,4567,361,1331,2781,4140,2523,1806,1206,21,481,2404,30,33,602,913,983,3279,3101,729,444,1277,2015,2133,1074,725,511,164,1732,30,0,2699,107
2003,198,2325,2118,119,969,1083,103,4514,562,2377,431,3121,483,35,0,29,79,110,4167,1943,2499,738,2455,322,1500,1601,18,930,3294,3210,0,0,4532,2455,4627,361,1331,2781,4215,2567,1839,1206,21,481,2404,30,33,602,966,983,3335,3101,729,444,1277,2015,2181,1121,725,511,164,1732,30,0,2699,107
2004,198,2325,2118,119,969,1083,103,4597,606,2377,431,3216,483,35,0,29,79,110,4214,1988,2499,738,2513,322,1500,1633,18,963,3346,3262,0,0,4593,2455,4685,361,1331,2781,4292,2609,1839,1206,21,514,2404,30,33,602,1012,983,3379,3101,729,444,1277,2015,2236,1160,725,511,164,1732,30,0,2733,107
2005,198,2325,2173,119,969,1083,103,4664,654,2377,431,3307,483,35,0,29,79,110,4256,2022,2499,738,2569,322,1500,1633,18,963,3411,3305,51,0,4643,2455,4767,361,1331,2781,4375,2672,1839,1206,21,514,2404,30,33,602,1059,983,3437,3116,729,444,1277,2015,2281,1198,725,511,164,1732,30,0,2763,107
2006,198,2363,2214,119,969,1083,103,4732,693,2377,431,3390,483,35,55,29,79,110,4306,2022,2499,738,2625,322,1500,1633,18,963,3471,3347,89,0,4701,2455,4835,389,1331,2781,4464,2724,1839,1206,21,514,2404,30,33,602,1093,983,3480,3116,729,444,1277,2015,2327,1252,725,511,164,1732,30,0,2763,107
2007,198,2363,2263,119,969,1083,103,4815,729,2377,431,3475,483,35,91,29,79,110,4366,2057,2510,738,2662,322,1500,1633,18,963,3517,3402,129,0,4763,2455,4911,389,1331,2781,4551,2782,1839,1206,21,514,2404,30,33,602,1093,983,3523,3155,729,444,1277,2015,2369,1309,725,511,164,1732,30,0,2763,107
2008,198,2363,2314,119,969,1083,103,4887,782,2377,431,3558,483,35,91,29,79,110,4428,2057,2510,738,2703,322,1500,1633,18,963,3568,3452,174,0,4826,2455,4997,389,1376,2781,4641,2823,1839,1206,21,514,2404,30,33,602,1093,983,3557,3191,729,444,1277,2015,2401,1350,725,511,164,1732,30,35,2795,107
2009,198,2363,2349,119,969,1083,103,4962,828,2415,431,3644,483,35,91,29,79,110,4492,2107,2510,738,2742,322,1500,1633,18,963,3638,3519,210,0,4887,2455,5060,389,1423,2781,4726,2873,1839,1206,21,514,2404,30,33,602,1093,983,3557,3235,729,444,1277,2045,2401,1369,725,511,164,1732,30,65,2795,107
2010,198,2363,2382,119,969,1122,103,5030,877,2455,431,3715,483,35,91,29,79,110,4540,2146,2510,738,2788,322,1500,1633,18,963,3700,3590,252,0,4941,2455,5118,389,1469,2781,4806,2916,1839,1206,21,514,2404,30,33,602,1093,983,3603,3282,729,444,1277,2045,2401,1369,725,511,164,1732,30,65,2842,107
2011,198,2363,2382,119,1006,1122,103,5100,929,2480,431,3779,483,35,91,29,79,157,4578,2146,2510,738,2824,322,1500,1633,18,1010,3769,3679,295,0,4997,2455,5170,389,1514,2781,4895,2947,1839,1206,21,514,2404,30,33,602,1093,983,3668,3327,729,444,1277,2045,2401,1369,725,511,164,1732,30,65,2889,107
2012,198,2363,2428,119,1031,1122,103,5173,972,2480,431,3854,483,35,119,29,79,203,4619,2146,2510,738,2824,322,1500,1674,18,1054,3841,3757,331,0,5060,2455,5231,389,1556,2781,4984,2947,1839,1206,21,514,2404,30,33,602,1093,983,3709,3366,729,444,1277,2045,2401,1369,725,511,164,1732,30,65,2938,107
2013,198,2363,2468,119,1031,1122,103,5252,1004,2480,431,3936,483,35,119,29,79,245,4657,2146,2510,738,2824,322,1500,1730,18,1087,3910,3843,331,0,5132,2455,5315,389,1606,2781,5048,2947,1839,1206,21,559,2404,30,33,632,1093,983,3758,3404,729,444,1277,2045,2401,1369,725,511,164,1732,30,102,2974,107
2014,198,2363,2515,119,1061,1122,103,5327,1004,2480,431,4023,483,35,119,29,79,301,4695,2146,2510,738,2824,322,1500,1790,18,1087,3974,3922,331,0,5179,2455,5377,389,1660,2781,5118,2947,1880,1206,21,607,2404,30,33,632,1093,983,3797,3442,729,444,1277,2078,2401,1369,725,511,164,1732,30,137,3018,107
2015,198,2363,2577,119,1061,1122,103,5398,1004,2480,431,4073,483,35,119,29,79,348,4712,2146,2510,738,2824,322,1500,1853,18,1121,4044,3988,331,42,5226,2455,5437,434,1711,2781,5184,2947,1961,1206,21,649,2404,30,33,632,1093,983,3834,3481,729,444,1277,2078,2401,1369,725,511,164,1732,30,137,3061,107
2016,198,2363,2622,119,1061,1122,103,5473,1004,2480,431,4166,483,35,119,29,79,389,4712,2146,2510,738,2824,322,1500,1899,18,1121,4130,4066,331,88,5287,2455,5513,474,1755,2781,5253,2947,2005,1206,21,690,2404,30,33,632,1093,983,3834,3505,729,444,1277,2118,2429,1369,725,511,164,1732,30,171,3106,107
2017,198,2363,2664,119,1061,1122,103,5536,1004,2480,431,4236,483,35,119,29,79,422,4712,2146,2510,738,2824,322,1500,1935,18,1121,4207,4166,331,132,5336,2455,5588,515,1788,2781,5334,2947,2052,1206,21,734,2404,30,33,632,1093,983,3878,3505,729,444,1314,2172,2429,1369,725,511,204,1732,30,171,3137,107
2018,198,2363,2716,119,1061,1122,103,5606,1030,2537,431,4308,483,35,119,29,79,422,4712,2146,2510,738,2824,322,1500,1974,18,1121,4278,4264,331,177,5390,2455,5685,565,1788,2781,5400,2947,2104,1206,21,783,2404,30,33,666,1093,983,3923,3505,729,444,1330,2212,2429,1369,725,511,240,1732,30,171,3137,107
2019,198,2417,2755,119,1061,1122,103,5662,1030,2596,431,4374,483,35,119,29,79,422,4747,2146,2510,738,2824,322,1500,2026,18,1142,4337,4345,331,211,5439,2455,5784,599,1788,2781,5466,2947,2166,1206,21,826,2404,30,33,666,1093,983,3967,3505,729,444,1330,2266,2429,1369,725,511,281,1732,30,171,3137,107
2020,198,2440,2820,119,1061,1122,103,5723,1058,2641,431,4441,483,35,119,29,79,422,4802,2146,2510,738,2824,322,1500,2069,18,1142,4399,4431,331,211,5498,2514,5853,599,1788,2781,5540,2947,2232,1206,21,870,2404,30,33,666,1093,983,4012,3505,729,444,1330,2305,2429,1369,725,511,322,1732,30,171,3163,107
2021,244,2440,2876,119,1061,1122,103,5792,1058,2692,431,4515,483,35,119,29,79,422,4847,2146,2510,738,2824,322,1500,2109,18,1164,4470,4524,331,211,5537,2552,5945,622,1788,2781,5598,2947,2284,1206,21,918,2404,30,33,666,1093,983,4061,3505,729,444,1330,2340,2429,1369,725,511,373,1732,30,171,3163,107
